iter	Passed	Remaining
4781	34962	1593
4782	34969	1586
4783	34976	1579
4784	34983	1571
4785	34989	1564
4786	34996	1557
4787	35002	1549
4788	35008	1542
4789	35017	1535
4790	35024	1527
4791	35031	1520
4792	35038	1513
4793	35046	1505
4794	35053	1498
4795	35060	1491
4796	35067	1483
4797	35091	1477
4798	35098	1470
4799	35105	1462
4800	35112	1455
4801	35118	1448
4802	35125	1440
4803	35132	1433
4804	35138	1426
4805	35145	1418
4806	35151	1411
4807	35157	1403
4808	35165	1396
4809	35173	1389
4810	35179	1382
4811	35186	1374
4812	35193	1367
4813	35202	1360
4814	35208	1352
4815	35216	1345
4816	35222	1338
4817	35229	1330
4818	35235	1323
4819	35244	1316
4820	35251	1308
4821	35259	1301
4822	35266	1294
4823	35272	1286
4824	35279	1279
4825	35286	1272
4826	35294	1264
4827	35300	1257
4828	35308	1250
4829	35315	1242
4830	35322	1235
4831	35329	1228
4832	35336	1221
4833	35343	1213
4834	35349	1206
4835	35357	1199
4836	35364	1191
4837	35371	1184
4838	35378	1177
4839	35386	1169
4840	35393	1162
4841	35400	1155
4842	35406	1147
4843	35414	1140
4844	35420	1133
4845	35427	1125
4846	35436	1118
4847	35443	1111
4848	35450	1103
4849	35456	1096
4850	35465	1089
4851	35471	1081
4852	35478	1074
4853	35484	1067
4854	35491	1059
4855	35498	1052
4856	35505	1045
4857	35512	1038
4858	35518	1030
4859	35525	1023
4860	35531	1016
4861	35538	1008
4862	35546	1001
4863	35552	994
4864	35559	986
4865	35566	979
4866	35574	972
4867	35580	964
4868	35588	957
4869	35595	950
4870	35602	942
4871	35608	935
4872	35615	928
4873	35621	920
4874	35628	913
4875	35638	906
4876	35645	898
4877	35653	891
4878	35660	884
4879	35669	877
4880	35677	869
4881	35685	862
4882	35693	855
4883	35700	847
4884	35708	840
4885	35715	833
4886	35722	826
4887	35730	818
4888	35737	811
4889	35745	804
4890	35753	796
4891	35761	789
4892	35769	782
4893	35777	774
4894	35785	767
4895	35793	760
4896	35801	753
4897	35808	745
4898	35818	738
4899	35826	731
4900	35833	723
4901	35840	716
4902	35848	709
4903	35854	701
4904	35864	694
4905	35872	687
4906	35880	680
4907	35887	672
4908	35895	665
4909	35901	658
4910	35911	650
4911	35918	643
4912	35925	636
4913	35932	628
4914	35940	621
4915	35947	614
4916	35954	606
4917	35961	599
4918	35968	592
4919	35975	584
4920	35984	577
4921	35992	570
4922	36000	563
4923	36007	555
4924	36016	548
4925	36024	541
4926	36031	533
4927	36038	526
4928	36045	519
4929	36052	511
4930	36061	504
4931	36069	497
4932	36077	490
4933	36083	482
4934	36091	475
4935	36098	468
4936	36105	460
4937	36112	453
4938	36119	446
4939	36126	438
4940	36134	431
4941	36143	424
4942	36151	416
4943	36158	409
4944	36164	402
4945	36172	394
4946	36180	387
4947	36188	380
4948	36195	372
4949	36203	365
4950	36212	358
4951	36219	351
4952	36226	343
4953	36234	336
4954	36241	329
4955	36249	321
4956	36257	314
4957	36266	307
4958	36273	299
4959	36281	292
4960	36289	285
4961	36296	277
4962	36302	270
4963	36310	263
4964	36317	256
4965	36325	248
4966	36333	241
4967	36341	234
4968	36349	226
4969	36356	219
4970	36364	212
4971	36371	204
4972	36379	197
4973	36386	190
4974	36394	182
4975	36400	175
4976	36408	168
4977	36417	160
4978	36425	153
4979	36432	146
4980	36439	138
4981	36447	131
4982	36456	124
4983	36463	117
4984	36470	109
4985	36478	102
4986	36486	95
4987	36493	87
4988	36500	80
4989	36508	73
4990	36516	65
4991	36523	58
4992	36532	51
4993	36539	43
4994	36546	36
4995	36554	29
4996	36563	21
4997	36570	14
4998	36577	7
4999	36585	0
